	Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Array Data File
1886	kidney	Rattus norvegicus	bucetin	High	2000	milligram per kilogram	3	hour	003017527004.CEL
1887	kidney	Rattus norvegicus	bucetin	High	2000	milligram per kilogram	6	hour	003017527014.CEL
1888	kidney	Rattus norvegicus	bucetin	High	2000	milligram per kilogram	6	hour	003017527015.CEL
1889	kidney	Rattus norvegicus	bucetin	High	2000	milligram per kilogram	6	hour	003017527016.CEL
1890	kidney	Rattus norvegicus	bucetin	High	2000	milligram per kilogram	9	hour	003017529017.CEL
1891	kidney	Rattus norvegicus	bucetin	High	2000	milligram per kilogram	9	hour	003017529018.CEL
1892	kidney	Rattus norvegicus	bucetin	High	2000	milligram per kilogram	9	hour	003017529019.CEL
1893	kidney	Rattus norvegicus	bucetin	High	2000	milligram per kilogram	24	hour	003017529029.CEL
1894	kidney	Rattus norvegicus	bucetin	High	2000	milligram per kilogram	24	hour	003017529030.CEL
1895	kidney	Rattus norvegicus	bucetin	High	2000	milligram per kilogram	24	hour	003017530001.CEL
1896	hepatocyte	Rattus norvegicus	bucetin	Control	0	micromolar	2	hour	003017550019.CEL
1897	hepatocyte	Rattus norvegicus	bucetin	Control	0	micromolar	2	hour	003017550020.CEL
1898	hepatocyte	Rattus norvegicus	bucetin	Control	0	micromolar	8	hour	003017550027.CEL
1899	hepatocyte	Rattus norvegicus	bucetin	Control	0	micromolar	8	hour	003017550028.CEL
1900	hepatocyte	Rattus norvegicus	bucetin	Control	0	micromolar	24	hour	003017551005.CEL
1901	hepatocyte	Rattus norvegicus	bucetin	Control	0	micromolar	24	hour	003017551006.CEL
1902	hepatocyte	Rattus norvegicus	bucetin	Low	12	micromolar	2	hour	003017550021.CEL
1903	hepatocyte	Rattus norvegicus	bucetin	Low	12	micromolar	2	hour	003017550022.CEL
1904	hepatocyte	Rattus norvegicus	bucetin	Low	12	micromolar	8	hour	003017550029.CEL
1905	hepatocyte	Rattus norvegicus	bucetin	Low	12	micromolar	8	hour	003017550030.CEL
1906	hepatocyte	Rattus norvegicus	bucetin	Low	12	micromolar	24	hour	003017551007.CEL
1907	hepatocyte	Rattus norvegicus	bucetin	Low	12	micromolar	24	hour	003017551008.CEL
1908	hepatocyte	Rattus norvegicus	bucetin	Middle	60	micromolar	2	hour	003017550023.CEL
1909	hepatocyte	Rattus norvegicus	bucetin	Middle	60	micromolar	2	hour	003017550024.CEL
1910	hepatocyte	Rattus norvegicus	bucetin	Middle	60	micromolar	8	hour	003017551001.CEL
1911	hepatocyte	Rattus norvegicus	bucetin	Middle	60	micromolar	8	hour	003017551002.CEL
1912	hepatocyte	Rattus norvegicus	bucetin	Middle	60	micromolar	24	hour	003017551009.CEL
1913	hepatocyte	Rattus norvegicus	bucetin	Middle	60	micromolar	24	hour	003017551010.CEL
1914	hepatocyte	Rattus norvegicus	bucetin	High	300	micromolar	2	hour	003017550025.CEL
1915	hepatocyte	Rattus norvegicus	bucetin	High	300	micromolar	2	hour	003017550026.CEL
1916	hepatocyte	Rattus norvegicus	bucetin	High	300	micromolar	8	hour	003017551003.CEL
1917	hepatocyte	Rattus norvegicus	bucetin	High	300	micromolar	8	hour	003017551004.CEL
1918	hepatocyte	Rattus norvegicus	bucetin	High	300	micromolar	24	hour	003017551011.CEL
1919	hepatocyte	Rattus norvegicus	bucetin	High	300	micromolar	24	hour	003017551012.CEL
1920	hepatocyte	Homo sapiens	caffeine	Control	0	micromolar	8	hour	003016071021.CEL
1921	hepatocyte	Homo sapiens	caffeine	Control	0	micromolar	8	hour	003016071022.CEL
1922	hepatocyte	Homo sapiens	caffeine	Control	0	micromolar	24	hour	003016071027.CEL
1923	hepatocyte	Homo sapiens	caffeine	Control	0	micromolar	24	hour	003016071028.CEL
1924	hepatocyte	Homo sapiens	caffeine	Middle	1500	micromolar	8	hour	003016071024.CEL
1925	hepatocyte	Homo sapiens	caffeine	Middle	1500	micromolar	8	hour	003016074005.CEL
1926	hepatocyte	Homo sapiens	caffeine	Middle	1500	micromolar	24	hour	003016071029.CEL
1927	hepatocyte	Homo sapiens	caffeine	Middle	1500	micromolar	24	hour	003016071030.CEL
1928	hepatocyte	Homo sapiens	caffeine	High	7500	micromolar	8	hour	003016071025.CEL
1929	hepatocyte	Homo sapiens	caffeine	High	7500	micromolar	8	hour	003016071026.CEL
1930	hepatocyte	Homo sapiens	caffeine	High	7500	micromolar	24	hour	003016072001.CEL
1931	hepatocyte	Homo sapiens	caffeine	High	7500	micromolar	24	hour	003016072002.CEL
1932	liver	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	3	hour	003017408030.CEL
1933	liver	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	3	hour	003017409001.CEL
1934	liver	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	3	hour	003017409002.CEL
1935	liver	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	6	hour	003017409012.CEL
1936	liver	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	6	hour	003017409013.CEL
1937	liver	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	6	hour	003017409014.CEL
1938	liver	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	9	hour	003017408006.CEL
1939	liver	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	9	hour	003017408007.CEL
1940	liver	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	9	hour	003017408008.CEL
1941	liver	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	24	hour	003017408018.CEL
1942	liver	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	24	hour	003017408019.CEL
1943	liver	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	24	hour	003017408020.CEL
1944	liver	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	3	hour	003017409003.CEL
1945	liver	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	3	hour	003017409004.CEL
1946	liver	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	3	hour	003017409005.CEL
1947	liver	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	6	hour	003017409015.CEL
1948	liver	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	6	hour	003017409016.CEL
1949	liver	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	6	hour	003017409017.CEL
1950	liver	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	9	hour	003017408009.CEL
1951	liver	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	9	hour	003017408010.CEL
1952	liver	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	9	hour	003017408011.CEL
1953	liver	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	24	hour	003017408021.CEL
1954	liver	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	24	hour	003017408022.CEL
1955	liver	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	24	hour	003017408023.CEL
1956	liver	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	3	hour	003017409006.CEL
1957	liver	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	3	hour	003017409007.CEL
1958	liver	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	3	hour	003017409008.CEL
1959	liver	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	6	hour	003017409018.CEL
1960	liver	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	6	hour	003017409019.CEL
1961	liver	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	6	hour	003017409020.CEL
1962	liver	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	9	hour	003017408012.CEL
1963	liver	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	9	hour	003017408013.CEL
1964	liver	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	9	hour	003017408014.CEL
1965	liver	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	24	hour	003017408024.CEL
1966	liver	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	24	hour	003017408025.CEL
1967	liver	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	24	hour	003017408026.CEL
1968	liver	Rattus norvegicus	caffeine	High	100	milligram per kilogram	3	hour	003017409009.CEL
1969	liver	Rattus norvegicus	caffeine	High	100	milligram per kilogram	3	hour	003017409010.CEL
1970	liver	Rattus norvegicus	caffeine	High	100	milligram per kilogram	3	hour	003017409011.CEL
1971	liver	Rattus norvegicus	caffeine	High	100	milligram per kilogram	6	hour	003017409021.CEL
1972	liver	Rattus norvegicus	caffeine	High	100	milligram per kilogram	6	hour	003017409022.CEL
1973	liver	Rattus norvegicus	caffeine	High	100	milligram per kilogram	6	hour	003017409023.CEL
1974	liver	Rattus norvegicus	caffeine	High	100	milligram per kilogram	9	hour	003017408015.CEL
1975	liver	Rattus norvegicus	caffeine	High	100	milligram per kilogram	9	hour	003017408016.CEL
1976	liver	Rattus norvegicus	caffeine	High	100	milligram per kilogram	9	hour	003017408017.CEL
1977	liver	Rattus norvegicus	caffeine	High	100	milligram per kilogram	24	hour	003017408027.CEL
1978	liver	Rattus norvegicus	caffeine	High	100	milligram per kilogram	24	hour	003017408028.CEL
1979	liver	Rattus norvegicus	caffeine	High	100	milligram per kilogram	24	hour	003017408029.CEL
1980	kidney	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	3	hour	003017823007.CEL
1981	kidney	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	3	hour	003017823008.CEL
1982	kidney	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	3	hour	003017823009.CEL
1983	kidney	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	6	hour	003017823019.CEL
1984	kidney	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	6	hour	003017823020.CEL
1985	kidney	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	6	hour	003017823021.CEL
1986	kidney	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	9	hour	003017824025.CEL
1987	kidney	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	9	hour	003017824026.CEL
1988	kidney	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	9	hour	003017824027.CEL
1989	kidney	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	24	hour	003017825007.CEL
1990	kidney	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	24	hour	003017825008.CEL
1991	kidney	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	24	hour	003017825009.CEL
1992	kidney	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	3	hour	003017823010.CEL
1993	kidney	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	3	hour	003017823011.CEL
1994	kidney	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	3	hour	003017823012.CEL
1995	kidney	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	6	hour	003017823022.CEL
1996	kidney	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	6	hour	003017823023.CEL
1997	kidney	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	6	hour	003017823024.CEL
1998	kidney	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	9	hour	003017824028.CEL
1999	kidney	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	9	hour	003017824029.CEL
2000	kidney	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	9	hour	003017824030.CEL
2001	kidney	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	24	hour	003017825010.CEL
2002	kidney	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	24	hour	003017825011.CEL
2003	kidney	Rattus norvegicus	caffeine	Low	10	milligram per kilogram	24	hour	003017825012.CEL
2004	kidney	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	3	hour	003017823013.CEL
2005	kidney	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	3	hour	003017823014.CEL
2006	kidney	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	3	hour	003017823015.CEL
2007	kidney	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	6	hour	003017823025.CEL
2008	kidney	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	6	hour	003017823026.CEL
2009	kidney	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	6	hour	003017823027.CEL
2010	kidney	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	9	hour	003017825001.CEL
2011	kidney	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	9	hour	003017825002.CEL
2012	kidney	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	9	hour	003017825003.CEL
2013	kidney	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	24	hour	003017825013.CEL
2014	kidney	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	24	hour	003017825014.CEL
2015	kidney	Rattus norvegicus	caffeine	Middle	30	milligram per kilogram	24	hour	003017825015.CEL
2016	kidney	Rattus norvegicus	caffeine	High	100	milligram per kilogram	3	hour	003017823016.CEL
2017	kidney	Rattus norvegicus	caffeine	High	100	milligram per kilogram	3	hour	003017823017.CEL
2018	kidney	Rattus norvegicus	caffeine	High	100	milligram per kilogram	3	hour	003017823018.CEL
2019	kidney	Rattus norvegicus	caffeine	High	100	milligram per kilogram	6	hour	003017823028.CEL
2020	kidney	Rattus norvegicus	caffeine	High	100	milligram per kilogram	6	hour	003017823029.CEL
2021	kidney	Rattus norvegicus	caffeine	High	100	milligram per kilogram	6	hour	003017823030.CEL
2022	kidney	Rattus norvegicus	caffeine	High	100	milligram per kilogram	9	hour	003017825004.CEL
2023	kidney	Rattus norvegicus	caffeine	High	100	milligram per kilogram	9	hour	003017825005.CEL
2024	kidney	Rattus norvegicus	caffeine	High	100	milligram per kilogram	9	hour	003017825006.CEL
2025	kidney	Rattus norvegicus	caffeine	High	100	milligram per kilogram	24	hour	003017825016.CEL
2026	kidney	Rattus norvegicus	caffeine	High	100	milligram per kilogram	24	hour	003017825017.CEL
2027	kidney	Rattus norvegicus	caffeine	High	100	milligram per kilogram	24	hour	003017825018.CEL
2028	hepatocyte	Rattus norvegicus	caffeine	Control	0	micromolar	2	hour	003017309002.CEL
2029	hepatocyte	Rattus norvegicus	caffeine	Control	0	micromolar	2	hour	003017309003.CEL
2030	hepatocyte	Rattus norvegicus	caffeine	Control	0	micromolar	8	hour	003017309010.CEL
2031	hepatocyte	Rattus norvegicus	caffeine	Control	0	micromolar	8	hour	003017309011.CEL
2032	hepatocyte	Rattus norvegicus	caffeine	Control	0	micromolar	24	hour	003017309018.CEL
2033	hepatocyte	Rattus norvegicus	caffeine	Control	0	micromolar	24	hour	003017309019.CEL
2034	hepatocyte	Rattus norvegicus	caffeine	Low	400	micromolar	2	hour	003017309004.CEL
2035	hepatocyte	Rattus norvegicus	caffeine	Low	400	micromolar	2	hour	003017309005.CEL
2036	hepatocyte	Rattus norvegicus	caffeine	Low	400	micromolar	8	hour	003017309012.CEL
2037	hepatocyte	Rattus norvegicus	caffeine	Low	400	micromolar	8	hour	003017309013.CEL
2038	hepatocyte	Rattus norvegicus	caffeine	Low	400	micromolar	24	hour	003017309020.CEL
2039	hepatocyte	Rattus norvegicus	caffeine	Low	400	micromolar	24	hour	003017309021.CEL
2040	hepatocyte	Rattus norvegicus	caffeine	Middle	2000	micromolar	2	hour	003017309006.CEL
2041	hepatocyte	Rattus norvegicus	caffeine	Middle	2000	micromolar	2	hour	003017309007.CEL
2042	hepatocyte	Rattus norvegicus	caffeine	Middle	2000	micromolar	8	hour	003017309014.CEL
2043	hepatocyte	Rattus norvegicus	caffeine	Middle	2000	micromolar	8	hour	003017309015.CEL
2044	hepatocyte	Rattus norvegicus	caffeine	Middle	2000	micromolar	24	hour	003017309022.CEL
2045	hepatocyte	Rattus norvegicus	caffeine	Middle	2000	micromolar	24	hour	003017309023.CEL
2046	hepatocyte	Rattus norvegicus	caffeine	High	10000	micromolar	2	hour	003017309008.CEL
2047	hepatocyte	Rattus norvegicus	caffeine	High	10000	micromolar	2	hour	003017309009.CEL
2048	hepatocyte	Rattus norvegicus	caffeine	High	10000	micromolar	8	hour	003017309016.CEL
2049	hepatocyte	Rattus norvegicus	caffeine	High	10000	micromolar	8	hour	003017309017.CEL
2050	hepatocyte	Rattus norvegicus	caffeine	High	10000	micromolar	24	hour	003017309024.CEL
2051	hepatocyte	Rattus norvegicus	caffeine	High	10000	micromolar	24	hour	003017309025.CEL
2052	hepatocyte	Homo sapiens	captopril	Control	0	micromolar	8	hour	003016071008.CEL
2053	hepatocyte	Homo sapiens	captopril	Control	0	micromolar	8	hour	003016071009.CEL
2054	hepatocyte	Homo sapiens	captopril	Control	0	micromolar	24	hour	003016071014.CEL
2055	hepatocyte	Homo sapiens	captopril	Control	0	micromolar	24	hour	003016071015.CEL
2056	hepatocyte	Homo sapiens	captopril	Middle	1600	micromolar	8	hour	003016071010.CEL
2057	hepatocyte	Homo sapiens	captopril	Middle	1600	micromolar	8	hour	003016071011.CEL
2058	hepatocyte	Homo sapiens	captopril	Middle	1600	micromolar	24	hour	003016071016.CEL
2059	hepatocyte	Homo sapiens	captopril	Middle	1600	micromolar	24	hour	003016071017.CEL
2060	hepatocyte	Homo sapiens	captopril	High	8000	micromolar	8	hour	003016071012.CEL
2061	hepatocyte	Homo sapiens	captopril	High	8000	micromolar	8	hour	003016071013.CEL
2062	hepatocyte	Homo sapiens	captopril	High	8000	micromolar	24	hour	003016071018.CEL
2063	hepatocyte	Homo sapiens	captopril	High	8000	micromolar	24	hour	003016071019.CEL
2064	liver	Rattus norvegicus	captopril	Control	0	milligram per kilogram	3	hour	003017301026.CEL
2065	liver	Rattus norvegicus	captopril	Control	0	milligram per kilogram	3	hour	003017301027.CEL
2066	liver	Rattus norvegicus	captopril	Control	0	milligram per kilogram	3	hour	003017354026.CEL
2067	liver	Rattus norvegicus	captopril	Control	0	milligram per kilogram	6	hour	003017302008.CEL
2068	liver	Rattus norvegicus	captopril	Control	0	milligram per kilogram	6	hour	003017302009.CEL
2069	liver	Rattus norvegicus	captopril	Control	0	milligram per kilogram	6	hour	003017302010.CEL
2070	liver	Rattus norvegicus	captopril	Control	0	milligram per kilogram	9	hour	003017312008.CEL
2071	liver	Rattus norvegicus	captopril	Control	0	milligram per kilogram	9	hour	003017312009.CEL
2072	liver	Rattus norvegicus	captopril	Control	0	milligram per kilogram	9	hour	003017312010.CEL
2073	liver	Rattus norvegicus	captopril	Control	0	milligram per kilogram	24	hour	003017312020.CEL
2074	liver	Rattus norvegicus	captopril	Control	0	milligram per kilogram	24	hour	003017312021.CEL
2075	liver	Rattus norvegicus	captopril	Control	0	milligram per kilogram	24	hour	003017312022.CEL
2076	liver	Rattus norvegicus	captopril	Low	100	milligram per kilogram	3	hour	003017301029.CEL
2077	liver	Rattus norvegicus	captopril	Low	100	milligram per kilogram	3	hour	003017301030.CEL
2078	liver	Rattus norvegicus	captopril	Low	100	milligram per kilogram	3	hour	003017302001.CEL
2079	liver	Rattus norvegicus	captopril	Low	100	milligram per kilogram	6	hour	003017302011.CEL
2080	liver	Rattus norvegicus	captopril	Low	100	milligram per kilogram	6	hour	003017302012.CEL
2081	liver	Rattus norvegicus	captopril	Low	100	milligram per kilogram	6	hour	003017302013.CEL
2082	liver	Rattus norvegicus	captopril	Low	100	milligram per kilogram	9	hour	003017312012.CEL
2083	liver	Rattus norvegicus	captopril	Low	100	milligram per kilogram	9	hour	003017312013.CEL
2084	liver	Rattus norvegicus	captopril	Low	100	milligram per kilogram	9	hour	003017353023.CEL
2085	liver	Rattus norvegicus	captopril	Low	100	milligram per kilogram	24	hour	003017312023.CEL
2086	liver	Rattus norvegicus	captopril	Low	100	milligram per kilogram	24	hour	003017312024.CEL
2087	liver	Rattus norvegicus	captopril	Low	100	milligram per kilogram	24	hour	003017312025.CEL
2088	liver	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	3	hour	003017302002.CEL
2089	liver	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	3	hour	003017302003.CEL
2090	liver	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	3	hour	003017302004.CEL
2091	liver	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	6	hour	003017302014.CEL
2092	liver	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	6	hour	003017302015.CEL
2093	liver	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	6	hour	003017302016.CEL
2094	liver	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	9	hour	003017312014.CEL
2095	liver	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	9	hour	003017312016.CEL
2096	liver	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	9	hour	003017353024.CEL
2097	liver	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	24	hour	003017312026.CEL
2098	liver	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	24	hour	003017312027.CEL
2099	liver	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	24	hour	003017312028.CEL
2100	liver	Rattus norvegicus	captopril	High	1000	milligram per kilogram	3	hour	003017302005.CEL
2101	liver	Rattus norvegicus	captopril	High	1000	milligram per kilogram	3	hour	003017302006.CEL
2102	liver	Rattus norvegicus	captopril	High	1000	milligram per kilogram	3	hour	003017302007.CEL
2103	liver	Rattus norvegicus	captopril	High	1000	milligram per kilogram	6	hour	003017302017.CEL
2104	liver	Rattus norvegicus	captopril	High	1000	milligram per kilogram	6	hour	003017302018.CEL
2105	liver	Rattus norvegicus	captopril	High	1000	milligram per kilogram	6	hour	003017302019.CEL
2106	liver	Rattus norvegicus	captopril	High	1000	milligram per kilogram	9	hour	003017312017.CEL
2107	liver	Rattus norvegicus	captopril	High	1000	milligram per kilogram	9	hour	003017312018.CEL
2108	liver	Rattus norvegicus	captopril	High	1000	milligram per kilogram	9	hour	003017312019.CEL
2109	liver	Rattus norvegicus	captopril	High	1000	milligram per kilogram	24	hour	003017312029.CEL
2110	liver	Rattus norvegicus	captopril	High	1000	milligram per kilogram	24	hour	003017312030.CEL
2111	liver	Rattus norvegicus	captopril	High	1000	milligram per kilogram	24	hour	003017313001.CEL
2112	kidney	Rattus norvegicus	captopril	Control	0	milligram per kilogram	3	hour	003017776019.CEL
2113	kidney	Rattus norvegicus	captopril	Control	0	milligram per kilogram	3	hour	003017776020.CEL
2114	kidney	Rattus norvegicus	captopril	Control	0	milligram per kilogram	3	hour	003017776021.CEL
2115	kidney	Rattus norvegicus	captopril	Control	0	milligram per kilogram	6	hour	003017777001.CEL
2116	kidney	Rattus norvegicus	captopril	Control	0	milligram per kilogram	6	hour	003017777002.CEL
2117	kidney	Rattus norvegicus	captopril	Control	0	milligram per kilogram	6	hour	003017777003.CEL
2118	kidney	Rattus norvegicus	captopril	Control	0	milligram per kilogram	9	hour	003017777013.CEL
2119	kidney	Rattus norvegicus	captopril	Control	0	milligram per kilogram	9	hour	003017777014.CEL
2120	kidney	Rattus norvegicus	captopril	Control	0	milligram per kilogram	9	hour	003017777015.CEL
2121	kidney	Rattus norvegicus	captopril	Control	0	milligram per kilogram	24	hour	003017777025.CEL
2122	kidney	Rattus norvegicus	captopril	Control	0	milligram per kilogram	24	hour	003017777026.CEL
2123	kidney	Rattus norvegicus	captopril	Control	0	milligram per kilogram	24	hour	003017777027.CEL
2124	kidney	Rattus norvegicus	captopril	Low	100	milligram per kilogram	3	hour	003017776022.CEL
2125	kidney	Rattus norvegicus	captopril	Low	100	milligram per kilogram	3	hour	003017776023.CEL
2126	kidney	Rattus norvegicus	captopril	Low	100	milligram per kilogram	3	hour	003017776024.CEL
2127	kidney	Rattus norvegicus	captopril	Low	100	milligram per kilogram	6	hour	003017777004.CEL
2128	kidney	Rattus norvegicus	captopril	Low	100	milligram per kilogram	6	hour	003017777005.CEL
2129	kidney	Rattus norvegicus	captopril	Low	100	milligram per kilogram	6	hour	003017777006.CEL
2130	kidney	Rattus norvegicus	captopril	Low	100	milligram per kilogram	9	hour	003017777016.CEL
2131	kidney	Rattus norvegicus	captopril	Low	100	milligram per kilogram	9	hour	003017777017.CEL
2132	kidney	Rattus norvegicus	captopril	Low	100	milligram per kilogram	9	hour	003017777018.CEL
2133	kidney	Rattus norvegicus	captopril	Low	100	milligram per kilogram	24	hour	003017777028.CEL
2134	kidney	Rattus norvegicus	captopril	Low	100	milligram per kilogram	24	hour	003017777029.CEL
2135	kidney	Rattus norvegicus	captopril	Low	100	milligram per kilogram	24	hour	003017777030.CEL
2136	kidney	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	3	hour	003017776025.CEL
2137	kidney	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	3	hour	003017776026.CEL
2138	kidney	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	3	hour	003017776027.CEL
2139	kidney	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	6	hour	003017777007.CEL
2140	kidney	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	6	hour	003017777008.CEL
2141	kidney	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	6	hour	003017777009.CEL
2142	kidney	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	9	hour	003017777019.CEL
2143	kidney	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	9	hour	003017777020.CEL
2144	kidney	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	9	hour	003017777021.CEL
2145	kidney	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	24	hour	003017778001.CEL
2146	kidney	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	24	hour	003017778002.CEL
2147	kidney	Rattus norvegicus	captopril	Middle	300	milligram per kilogram	24	hour	003017778003.CEL
2148	kidney	Rattus norvegicus	captopril	High	1000	milligram per kilogram	3	hour	003017776028.CEL
2149	kidney	Rattus norvegicus	captopril	High	1000	milligram per kilogram	3	hour	003017776029.CEL
2150	kidney	Rattus norvegicus	captopril	High	1000	milligram per kilogram	3	hour	003017776030.CEL
2151	kidney	Rattus norvegicus	captopril	High	1000	milligram per kilogram	6	hour	003017777010.CEL
2152	kidney	Rattus norvegicus	captopril	High	1000	milligram per kilogram	6	hour	003017777011.CEL
2153	kidney	Rattus norvegicus	captopril	High	1000	milligram per kilogram	6	hour	003017777012.CEL
2154	kidney	Rattus norvegicus	captopril	High	1000	milligram per kilogram	9	hour	003017777022.CEL
2155	kidney	Rattus norvegicus	captopril	High	1000	milligram per kilogram	9	hour	003017777023.CEL
2156	kidney	Rattus norvegicus	captopril	High	1000	milligram per kilogram	9	hour	003017777024.CEL
2157	kidney	Rattus norvegicus	captopril	High	1000	milligram per kilogram	24	hour	003017778004.CEL
2158	kidney	Rattus norvegicus	captopril	High	1000	milligram per kilogram	24	hour	003017778005.CEL
2159	kidney	Rattus norvegicus	captopril	High	1000	milligram per kilogram	24	hour	003017778006.CEL
2160	hepatocyte	Rattus norvegicus	captopril	Control	0	micromolar	2	hour	003017303014.CEL
2161	hepatocyte	Rattus norvegicus	captopril	Control	0	micromolar	2	hour	003017303015.CEL
2162	hepatocyte	Rattus norvegicus	captopril	Control	0	micromolar	8	hour	003017303022.CEL
2163	hepatocyte	Rattus norvegicus	captopril	Control	0	micromolar	8	hour	003017303023.CEL
2164	hepatocyte	Rattus norvegicus	captopril	Control	0	micromolar	24	hour	003017303030.CEL
2165	hepatocyte	Rattus norvegicus	captopril	Control	0	micromolar	24	hour	003017304025.CEL
2166	hepatocyte	Rattus norvegicus	captopril	Low	400	micromolar	2	hour	003017303016.CEL
2167	hepatocyte	Rattus norvegicus	captopril	Low	400	micromolar	2	hour	003017303017.CEL
2168	hepatocyte	Rattus norvegicus	captopril	Low	400	micromolar	8	hour	003017303024.CEL
